"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Pre-demographic dividend","PRE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","181531324155.513","180041076293.459","191206948934.721","202068363863.034","209985986621.142","218739629451.123","218598092809.686","204519898331.48","209481370026.838","234048494959.72","262844919151.988","287872683024.796","296465349741.548","308835097296.239","336090555761.286","335739129369.682","360837984791.647","378792473969.899","376518939670.227","397788300543.086","415113208066.129","399110496161.814","394954609211.853","376141079790.885","377225870252.632","390103725781.491","400543480782.787","417483409462.553","432607205915.033","440829344280.347","478029210209.011","439770524108.689","451921749530.447","451154960592.432","451837218347.362","466134951843.234","492239323274.032","525156955101.878","561139094705.213","584885931078.458","617162268153.556","645327710482.311","681859756783.495","678111294694.352","757756915058.905","802874278472.038","852884130437.282","904288542035.616","960982006593.731","1005245662176.16","1070450663020.05","1113434042312.45","1152590570701.66","1219475860677.52","1281378275135.67","1322540304458.42","1354758494071.38","1376178258193.04","1411095656070.92","1456079921659.15","1420501839017.48","1470111452167.22",
"Puerto Rico","PRI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","14872889486.0721","15920199466.5943","17245287423.6484","18737185345.9843","20060203710.4295","21906713860.6871","23549530841.5338","25015070744.794","26310960124.3632","28777674213.1608","31194399680.4816","33180063150.1366","35560259857.3456","37816521309.0483","38919772367.777","38665016231.0404","41078907147.4779","43523382377.3318","46540399839.2093","50220267663.4252","52351347298.0358","52952313136.7268","52128034550.893","50907209205.1363","53925338059.2711","55595644476.5366","58362843987.8155","61729795817.591","65364676285.4881","68198203886.9351","66261006130.9881","67787918916.9556","70881794660.3258","74173918752.3003","77278808292.8152","80794212090.541","82663553842.2796","86697607360.0914","91492614135.1723","96423791493.1329","99578743747.9418","105865619408.984","106835834812.002","106892906306.298","116244621336.42","113934911929.682","112329097302.225","111022927043.648","108975515220.929","106847849863.433","106406296723.36","106024818840.439","106055857723.302","105730450080.391","104471873443.039","103375500000","102069864411.212","99124174302.1521","95013024204.3275","96423791493.1329","92660076632.5087","",
"Korea, Dem. People's Rep.","PRK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","34854622961.68","36783792699.4194","39216837454.8965","41520317666.377","44140560026.7447","47437413392.1952","49371868148.1522","53096720114.8056","57809324411.4227","59035310549.5143","66481201352.3269","70890003936.0043","76572330934.3375","85148946573.3098","86122079248.932","82377809425.4785","88062068085.7543","92995831146.0664","95614562274.7027","101006207990.821","105641726219.543","107351119444.742","109643468494.882","109453660796.144","107395954860.652","110411030622.129","114983102465.714","122320627422.591","131481351670.397","139949591199.726","145478331657.148","151833125542.386","153487311625.174","150351141407.788","151801786241.278","158303123479.596","163850456044.527","171061297929.066","179285861799.304","186289802829.511","193398953419.572","197157995297.652","198677933649.212","196829193371.541","200349947385.126","201916379874.368","205197590054.868","210341031080.276","211012540457.556","204424561357.608","207976694614.767","204449067168.824","196153968235.59","194344164093.789","195883739714.001","199394066525.44","203420800578.641","210553436228.057","216552789892.193","222362380238.107","203589534189.534","213527167101.178",
"Paraguay","PRY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","2840637241.10031","3036649321.15976","3136866598.98303","3284622154.73759","3422986119.34962","3634115039.10712","3706488561.31858","4045645875.05869","4228795251.2036","4427597318.68464","4673480647.53936","4932305106.82006","5259380930.86411","5643463680.33295","6116472024.19971","6535599888.1132","7027465837.26861","7835208495.15663","8777684565.75459","9818906409.62108","10968911058.3665","11974810533.2045","11807448459.4912","11448192920.9338","11770642659.3235","12303044797.0137","12913870753.0645","13893039740.2905","14714864732.1449","15735370606.5521","16384184448.785","16956590534.1615","17244246885.7355","18095484890.3827","19057787877.0743","20358064591.9868","20678456785.6476","21555743644.5683","21570409688.7918","21275740698.1515","20783390151.4725","20610045305.6144","20605633850.1078","21495950844.4483","22368131501.4495","22845353498.8775","23943556414.6514","25241685745.642","26881459387.6179","26811261862.8241","29786033372.5215","31062773330.7155","30842835503.6527","33400655443.4719","35171303879.9459","36211372702.8085","37756883444.301","39573019311.3664","40841037917.5024","40676916123.4603","40343452707.5908","42037829981.3454",
"West Bank and Gaza","PSE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5057675061.21","5417706268.7","5483539608.51","6287822730.04","7189132045.65","7784423043.54","7118373518.32","6455607451.45","5649354254.92","6441160234.74","7853400000","8740100000","8653000000","8980800000","9648000000","10477100000","11082400000","12146400000","12886900000","13492400000","13471100000","13972400000","15211000000","15426900000","15616200000","15829000000","14037400000","15027100000",
"Pacific island small states","PSS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","4330341419.30364","4522844422.4495","4367741838.39322","4320574340.1789","4580305186.78466","4461736749.11783","4710073833.8026","4589078415.90187","4627961412.69457","4859928091.35258","5053358368.31366","5057612773.78091","5341591969.85593","5499158689.15672","5767304380.71516","6022969042.52197","6209809641.94487","6134548838.7715","6233682558.5393","6540409695.46828","6427167564.01941","6495150695.84865","6632064737.38045","6771231335.72616","7041341229.79903","7208492691.78969","7382489897.00191","7413137943.62568","7556849898.50321","7517835149.82361","7768430467.92313","8067103056.32447","8129526831.97161","8397061301.95933","8701591561.86856","9020208143.93682","9347926407.66983","9751947395.36018","10038557115.3174","10117917318.25","9158160681.57672","8843523804.33374",
"Post-demographic dividend","PST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8519095422583.86","8889242171468.94","9393671158487.25","9890172395861.88","10518773783853.9","11095919814641","11747370449389.3","12256689949607.9","12989005082074.9","13681521381299.7","14043266687728.9","14561889056715","15340697333649.2","16278158913745.2","16399639526946","16407282130973.1","17204936672573.7","17863310701052.1","18648699562816.5","19365907794615.9","19552725175836.2","19922445289332.6","19984674770222.6","20620748877046.1","21602472599282.2","22403185917312.5","23126756559896.8","23938836804817.9","25063026202354.7","26031888374815.9","26764569760248.4","27094793426230.1","27633517949443.2","27946938528224.9","28812655548902.1","29588221245791.6","30462620180327","31498166427220.2","32376347247422.2","33504967184847.2","34839515152792.2","35356564922110.5","35908043976515.3","36652289748245.8","37837049478064.7","38901875831487.2","40061308655783.2","41134351591395.4","41281513905918.2","39889585424613.6","41048969719892","41740053850999.9","42262558794601.1","42856145920933.4","43671547652194.5","44611867638951.4","45394623881722.2","46462206517929.4","47508868006641.6","48319553504489.3","46062083199841.1","48355461082846.1",
"French Polynesia","PYF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5325848045.4324","5448459625.2239","5682342035.46962","5781049698.85907","5954478929.89291","5501937832.69663","",
"Qatar","QAT","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33690629185.0603","35003952798.4105","37517989782.4632","38913643498.6427","46392423698.2743","49868495960.299","62919203865.1944","74235635943.7643","87348289339.8323","97792140949.8053","116951901418.678","132594424556.189","138866156525.807","146581616618.793","154400753946.583","161739955577.748","166695978168.124","164199531381.759","166227185733.366","167515127917.184","161416823769.04","163875843394.349",
"Romania","ROU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115932326528.98","100955944283.982","92104906012.4468","93513037588.6636","97189916671.3826","103248261288.105","107282895750.451","102080680828.4","100008633994.701","99631940768.0768","102084145319.92","107411035119.239","113536677483.738","116194738376.305","128311657015.269","134301435131.239","145084243630.272","155579358880.783","170059856633.111","160676983612.891","154408594834.276","157351727197.999","160562749027.636","166617509768.333","172630275253.713","177729210874.504","186087811658.571","199708413252.137","208644413683.726","217382984916.126","209235671297.327","221538033867.519",
"Russian Federation","RUS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1197409941525.87","1161487695458.05","1102868114734.13","942609535354.691","860899047519.714","752686138014.082","721498374080.086","694405609132.078","704126703002.417","666808257949.712","709483417602.604","780432233409.801","820234677092.259","858785640548.236","921476583049.999","987822416663.347","1051042710015.96","1137228929627.05","1233893135821.89","1298055199647.43","1196806973081.95","1250663286871.01","1304442173222.47","1356934050143.93","1380753971008.75","1390920009905.68","1363481063446.77","1366121990896.57","1391064510462.35","1430115105089.32","1461550118278.34","1422332399253.15","1490885857604.64",
"Rwanda","RWA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1013285573.20834","969739361.767508","1079647665.72917","973621466.85714","852259622.256496","911999009.80764","975920207.109443","1043415019.51718","1116597863.15161","1239505923.02564","1313893944.42242","1329747923.52815","1333246068.34265","1379084243.30432","1398526898.06739","1368964480.92872","1635975214.5756","1668598351.43984","1821289130.43415","2037474475.32288","2219861291.66786","2340537379.63426","2382920917.61983","2525427927.15496","2418330254.47533","2524803249.43246","2662963954.53522","2662323881.62044","2782097173.80819","2781080754.82628","2714354531.85924","2646105353.80715","2801503850.73342","2574338535.55685","1280783180.71279","1731927251.2077","1952673429.48145","2223113866.33263","2420052176.15319","2525370144.28159","2736766814.32581","2968968327.06772","3360636947.45116","3434651707.00426","3690453564.14295","4036540587.70553","4408994108.2648","4745546343.22374","5275208313.66503","5604817040.90414","6015911096.32271","6494680505.86649","7055919661.29217","7388947558.58845","7844636347.36717","8539424910.07969","9049292135.98754","9409118206.61463","10216367625.9573","11182897052.4341","10807279943.5566","11983600399.7754",
"South Asia","SAS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","186510129339.503","194334634691.09","200934696301.22","211504710076.433","227931471707.415","226419952191.176","229098733374.044","243113928109.686","254218571423.075","268906988523.344","284615251711.572","286370459774.094","281221116117.782","292009473591.634","299189367566.604","319933058903.916","328151994939.179","348678798403.564","369988651837.736","360217520931.084","383486232263.607","408097555847.938","423686727963.063","451913173594.655","470965413116.521","496544953018.699","520468245278.342","542479631986.165","587996341791.892","619685785626.65","653113660669.379","666538018919.145","705028591825.094","735521208560.157","779310273306.814","832671242643.254","888823438792.2","922009092800.595","972646031168.783","1046343221166.8","1089321348169.91","1137744648483.43","1178724728284.61","1264222151612.93","1359190999806.14","1461379722555.49","1572831673789.54","1686576696008.25","1741562804179.82","1862233682531.08","2001263986588.69","2103309838899.55","2218500184980.5","2351960261845.4","2514172916900.32","2699434735086.94","2906520888079.52","3093839852906.98","3291018281113.87","3419823615667.54","3240630569645.7","3510331534540.72",
"Saudi Arabia","SAU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","74023292756.3925","78492735192.6448","124526629138.233","150069801214.117","184481767452.128","229071985701.321","266245937047.541","242473864211.553","285685068990.25","305949739108.71","289980000816.563","324543968547.827","342888678786.447","349551021086.24","277089484826.607","232612781464.586","221769648482.269","200048415239.522","234082144519.853","218556655613.726","247207931548.362","245964436392.344","283334860741.87","325857417351.664","338851112760.761","334230059752.592","336097470562.068","336810304216.318","345693420744.904","349509122666.098","359621688623.373","346088098783.205","365556994559.716","361131035682.893","350950121958.979","390404150102.305","421474236640.777","444966578891.571","457374036890.092","465822331088.505","494935168222.616","484743219780.272","509171776909.606","560072992908.511","590380910431.968","606316950593.201","628462590303.711","654269739552.019","665200390233.484","660267740301.703","676867966014.77","679127221024.061","651027175187.614","672126508709.167",
"Sudan","SDN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","15807288700.0579","15810828162.8152","16904280081.8562","16423020015.097","16239008432.2121","17339538062.3301","16719624003.3898","16957725039.4065","17290642628.4974","17530870256.6674","18569587417.7483","18986904374.0571","18024081020.4496","18138028404.4879","20213978200.068","23390294882.81","27288338921.9779","28986725236.0065","27267526411.2764","25899078513.6188","26293860795.5885","28249483429.9141","29932775916.4277","30550139926.9974","29019911900.3266","27197158586.7717","28669561353.2663","32746626588.0675","32638205186.6195","35553251784.4938","33608469792.6201","36132771802.0468","38509535444.315","40268939563.7574","40674137223.1686","43113402783.5398","45665338639.7879","54027875557.2741","56355668874.6806","58105002721.3033","61792269169.9914","65808989448.1613","69761787667.7004","74148972664.1308","77960888685.7592","82360623533.1529","87739934973.3178","92772060859.0915","96340765222.2241","93674337656.9391","97288520250.9593","94162122430.3435","78150146915.6284","79678095318.7498","83392193753.6313","84985132167.2171","87932112460.4546","88555776494.4082","86181657628.7571","84304404770.6011","81244318743.1398","81337415156.9213",
"Senegal","SEN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","3845391088.76243","3960500881.25574","3955105278.60008","4028847368.91249","4185324863.75765","4241081321.77621","4363087094.17048","4309866469.08962","4580990408.16144","4280745749.54448","4647265148.983","4640738091.11265","4936966098.69302","4661323427.35462","4857135161.07173","5223152478.7674","5689083989.09634","5536451252.9541","5317543776.16126","5689861473.7137","5916759605.80404","6223261342.4078","6721768496.36792","6342159290.34516","6591776687.50126","6820055481.94362","7033317631.29587","7473312375.26398","7412287138.2477","7706835367.79485","7649320625.3926","7852789697.57237","7956464821.4555","8064689690.81561","8060857273.76791","8501672094.08199","8673403932.72737","8937561212.6596","9464741412.29439","10059440290.3236","10450471955.6194","10900976279.1413","10908464876.4585","11518679050.4523","12053525176.4053","12573060862.3476","12866110116.6401","13229850386.2124","13719774112.9167","14097356631.5485","14575382382.5758","14769831258.7611","15361066946.9254","15731635064.1982","16710783740.8942","17774766636.0459","18906963176.6031","20304894402.6232","21565674237.7591","22560634243.807","22859676610.5224","24246000776.7559",
"Singapore","SGP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","5946828629.61885","6430753564.15478","6916496945.01018","7610925225.48734","7374745417.51527","7952502182.13558","8762074483.56124","9858088449.22897","11191591504.2188","12739816700.611","14516002327.6113","16317937154.4952","18490762292.6971","20451338376.4911","21702429444.2828","22568082630.2007","24246508583.0666","25907986616.2351","27922897876.0547","30590776840.2677","33684535932.4993","37327829502.4731","39978906022.6942","43398894384.6378","47214649403.5496","46920643002.6185","47550698283.3867","52685190573.1743","58619435554.2624","64574483561.2453","70916278731.4518","75659441373.2906","80683081175.4437","89929080593.5409","99907331975.5601","107076083794.006","115076156531.859","124646130346.232","121915114925.807","128886674425.371","140535859761.42","139030913587.431","144485597905.15","151057171952.284","166072228687.809","178305644457.376","194365216758.801","211899912714.577","215848632528.368","216124818155.368","247505600814.664","262887910968.868","274548297934.245","287775021821.356","299100523712.54","308004146057.608","318974323537.969","333843104451.557","346066118708.176","349857870235.671","335362889147.512","360897294151.877",
"Solomon Islands","SLB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","547375335.965635","537538895.158969","528564330.889572","549128610.518134","550063229.077698","532833472.572846","531760185.25003","576541359.86978","583749258.753092","608641825.768794","622031945.936595","659353866.791374","743091800.879897","772815476.78528","835413534.427119","919695188.394723","934501433.86823","925959377.146263","937918256.557017","933362492.971968","800106338.998792","736445030.270739","715824685.031189","762521275.600039","813359160.315647","858307683.940209","900143650.724885","940130345.161845","994710715.023239","1020269613.03693","1108175421.16716","1188703131.46952","1210868110.01123","1275428214.50045","1288820086.12576","1307082934.28683","1383849803.69693","1457838569.57862","1515322948.46142","1533574545.43452","1467328739.30833","1464727752.14699",
"Sierra Leone","SLE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1151844102.95132","1172681464.40248","1225932543.46987","1246769904.92103","1330119450.23341","1425624098.97354","1449859708.6277","1450385740.25096","1479682427.48855","1605831965.67815","1744262601.72065","1804717286.9023","1820963977.25844","1862056182.69286","1927224952.30964","1959394509.66567","1950593373.09097","1951503828.34456","1998463492.69063","2088619488.91444","2189781852.31465","2252878852.1188","2360606011.31906","2310967149.93193","2405555827.2773","2277788566.40966","2305943101.61684","2472692044.08653","2297625447.37702","2314398113.11291","2391930403.24108","2448187664.97379","1982715956.56931","2009969366.43191","1970827537.8604","1813166197.14561","1844965893.91369","1736535735.18217","1767533146.055","1732548617.22646","1847810362.20075","1730558384.34885","2187725471.6925","2391470991.34043","2549258928.69872","2664105482.35345","2776635014.2343","3000380294.03056","3162349379.67518","3263166697.5142","3437630797.22922","3654718730.25859","4209569688.52042","5081614391.02665","5313171991.3514","4218723875.1379","4474187603.74251","4661772843.95975","4823284725.67196","5076711739.04284","4976753933.906","5128555016.50418",
"El Salvador","SLV","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","8437241153.44861","9041443613.87931","9533013237.14026","9841567550.55881","10184587397.7461","10487812618.5625","10892459436.9193","11558809312.3338","12120760882.0594","12767524816.8745","13140787476.2706","13804300024.8283","14740240087.6643","15524828551.0073","14875849509.5153","12519981409.9849","11803714468.9864","11059080520.4236","11229282565.8094","11379222462.9349","11449126874.4327","11471415237.5189","11759137742.8139","11979995158.8502","12095489403.9334","12680052381.2405","12869503467.4735","13773195279.879","14574563243.5703","15258410747.3525","15980756332.829","16110434081.6944","16615974680.7867","17056676405.4463","17425447503.7821","17621990341.9062","17776995776.0968","18056613422.0877","18339270390.3177","18502380683.8124","19003868853.2526","19829551394.8563","20198322493.1921","20627880036.3086","20197309385.7791","20622814499.2436","21409998959.1528","22012797869.8941","22504154965.2042","22889135782.1483","23438240000","24034960266.2632","24574946517.3979","25172679891.0741","25772439479.5764","23560825996.9743","26105599852.3449",
"San Marino","SMR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1248960810.28473","1342203464.09773","1463664289.45941","1495563092.07965","1578990729.70181","1583898237.79723","1645242088.99","1720081587.44518","1761795406.25626","1829273642.5683","1959322607.09697","1949507590.90612","1748299758.99385","1652603351.13313","1515193124.46134","1408454823.38592","1397412930.17122","1387597913.98038","1419394763.11994","1452671225.95026","1456422893.20151","1478180453.03026","1508715091.08768","1408417035.57359","",
"Somalia","SOM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4316495473.47509","4640539106.84066","5331761394.25487","5779594469.97184","5929433937.27485","6384748042.2589","6900727625.84437","7069119938.56346","7304834851.54452",
"Serbia","SRB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21208001183.6995","22536487904.76","24160778190.5205","24967960158.5863","22614939243.4984","24001645048.2211","25652664150.9989","27289408095.1077","28486801015.3348","31058645509.5698","32776296417.471","34450440854.5428","36668885796.8926","38742722729.4199","37684367630.5975","37959857147.321","38732824869.453","38468844257.1275","39581608177.0844","38952454430.3262","39655958842.5478","40979907436.1694","41840962435.9212","43721764447.4752","45615675379.6018","45184791299.441","48523617929.739",
"Sub-Saharan Africa (excluding high income)","SSA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","257975514492.977","260465331085.418","276256678026.791","293110703090.593","307610786441.815","322232742296.269","326566515391.706","322663569535.819","332309029996.157","363356843159.909","400579139480.164","431850264623.699","443109458979.16","462297025549.285","498880628592.752","498306585592.955","525692625353.625","540923710797.369","537994855539.009","559206925804.033","580344629274.17","576248755365.739","570034787381.103","555726106469.219","567231271767.753","577447241750.901","588697224248.409","607198771448.921","633444591316.393","650254634732.173","666171973904.098","669515634879.79","668574816134.935","663823585559.101","671055952297.901","693566349863.253","729076113259.758","760734958130.672","779668781167.595","796492577871.267","824395666124.293","859663060512.384","913690836701.149","951078336173.541","1013470570365.16","1074288895756.38","1139330912417.82","1209410712916.92","1271769513048.69","1310534566066.01","1388158454405.82","1446203760489.11","1486061931961.34","1561035063327.56","1636806890740.59","1683571011745.69","1704958600205.96","1746703592819.82","1793741507662.23","1839505270476.98","1802958821502.87","1877398570186.04",
"South Sudan","SSD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20185217785.8109","21202884179.2359","22367646895.0144","21329717232.6938","11500530835.4315","13010519613.8763","13449448810.7001","11997800760.2242","","","","","","",
"Sub-Saharan Africa","SSF","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","258100667433.448","260582503436.762","276384443830.125","293252770341.279","307761608581.999","322379796170.893","326738909084.248","322837503278.856","332497809037.527","363542021819.456","400780168789.398","432086853139.083","443362803504.03","462575706683.275","499159439052.787","498596136938.832","526035464555.091","541240023578.613","538391101721.729","559672835403.401","580785760108.67","576650867489.621","570432394216.942","556117107326.984","567640476001.325","577904175382.843","589152839064.827","607674729417.112","633946479212.201","650813853276.126","666770927504.663","670131434888.109","669235732641.042","664526334448.553","671752850127.082","694256960675.269","729800658359.424","761547225876.822","780550162157.367","797390416019.472","825306799501.983","860552640095.998","914590518981.738","951923617635.299","1014290348469.54","1075182980522.11","1140309662784.28","1210492229082.53","1272826419778.49","1311579671133.17","1389265796038.95","1447398558360.07","1487271744962.14","1562317716720.02","1638147324913.8","1684987010408.75","1706450398290.08","1748262687330.56","1795350475797.24","1841163915197.18","1804489360502.85","1878957376716.57",
"Small states","SST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217025038614.52","224688073167.072","234193325096.503","245186822653.987","264026863498.298","277673309620.374","304627693634.801","329758414151.376","349581832217.521","352132322296.372","377116021192.062","400723974542.213","413258057562.333","426442220250.306","440341521675.7","452543098654.856","462650461963.251","468417727425.433","478307607893.147","487809516635.339","459243691457.168","476008283437.518",
"Sao Tome and Principe","STP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156544397.549035","160265267.270678","170800267.628888","177345716.310309","189926220.176159","207239214.671228","213981960.430101","231498896.158493","237115713.041909","252936034.663125","264060672.435369","272357396.602142","285470840.526705","304168994.896737","316066072.343754","329229494.061209","341901474.463989","351971392.289827","359752972.346268","370868351.86853","377543982.202163",
"Suriname","SUR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1039848345.7137","1089761066.29204","1132261747.88539","1195668405.77165","1273386852.13803","1426193274.38757","1700022383.08894","1905725091.43325","2050560198.37855","2142835407.29359","2200691963.29792","2286518949.8639","2272799836.1577","2231889439.10791","2240816996.86832","2303559872.80124","2506273141.59862","2761913002.04876","2944199260.10478","2926534064.62376","2668999066.93593","2858498000.67316","2738441084.64308","2631641882.34261","2581640686.56891","2633273500.30731","2654339688.32499","2489770627.65241","2683972736.58794","2796699591.53569","2670848109.90137","2742960985.74648","2753932829.92361","2569419381.27433","2656779611.90623","2656779611.90623","2683347440.51278","2836298182.45676","2901533087.48207","2860911610.61843","2920990722.04174","3043672344.66005","3128895191.26643","3326015570.5798","3608726900.22536","3771119618.34519","3989601077.06266","4193529048.49709","4367284016.7413","4498900810.7238","4731441127.40364","5008200515.11693","5142938624.98902","5293803728.74411","5307329557.76041","5126291450.81511","4874293909.32771","4950683407.96675","5195656627.74022","5252729241.66594","4417127637.77914","4263470600.28683",
"Slovak Republic","SVK","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35304367325.8203","35975619296.1097","38208096811.6457","40440785134.6308","43117923240.8555","45673021586.1887","47534698784.1648","47484351308.214","48038270071.2941","49601331860.3746","51838075452.975","54688694775.7519","57575645098.1324","61389146306.9351","66603034743.8207","73817494749.8953","77932736865.4066","73681090125.6089","78318051830.6015","80383610898.3332","81475402649.0691","82008875308.6008","84243103635.4781","88636928904.6449","90349111445.2511","93041683985.2972","96572067461.2605","99088126486.0242","94769118999.6109","97631593467.6242",
"Slovenia","SVN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26417686104.9211","27263846125.3402","28640614043.0074","29579844442.7437","31157238919.3453","32301448497.0859","33340444076.9215","34509226036.6508","35530788949.9488","37079644535.9777","38487919291.2","40699587892.4722","43540484553.7887","45068686557.3586","41666704789.2015","42226600498.2234","42590309918.8992","41466164772.2726","41039360682.0457","42175395368.8082","43107506024.3254","44483434040.7344","46625480708.1199","48687502648.7562","50270105178.8664","48144051030.2863","52050728022.1308",
"Sweden","SWE","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","123686642725.624","130713643065.187","136280798857.2","143541749586.462","153332968452.576","159192599473.078","162521068848.464","167990534344.207","174102879451.687","182823823634.688","196150229232.739","198003155009.149","202534930030.788","210571477885.03","217305965722.135","222853488541.426","225211512171.391","221616554115.969","225498274547.564","234157416129.864","238138025327.291","239221149500.055","242208219499.103","246811722726.639","257250711527.949","262808288360.312","269881308726.533","278932704065.054","286070699812.652","293665324567.97","295881542676.808","292490814556.963","289102037155.611","283130298151.25","294257241961.393","305836832131.49","310667391570.025","320206516443.849","334013297425.391","348199457231.41","364795858131.684","370083569053.714","378214012929.902","386950040254.662","403731506887.751","415273396287.166","434636654376.703","449584772840.507","447559127029.566","428135998219.291","453619110971.171","468113753183.843","465359818585.788","470887249502.535","483402482698.498","505103781349.757","515562425649.407","528801679620.708","539113433181.757","549821281946.735","533633543173.953","559251216852.64",
"Eswatini","SWZ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","419059493.970952","476653495.93586","502508584.26393","547828193.987092","579292634.569339","659863226.862103","645877836.430375","652398573.260493","661056742.15004","681595411.886172","766447580.311598","878666551.145336","888969512.894206","899658081.37801","955092808.972101","991313898.529391","1112893373.92085","1275449148.82176","1359243882.12889","1534737274.35392","1857308362.90596","1890003980.06034","1950979418.51781","2011579066.43205","2059870864.82286","2159273055.13846","2242233484.10169","2311805624.61477","2372005953.96189","2442000889.67231","2484984348.55671","2511195091.38659","2621187924.67983","2722895614.6471","2821571016.1845","2990830756.64157","3170046325.41682","3310649785.90981","3337852200.51293","3390091218.07304","3518702972.08796","3597776312.48031","3791935013.35704","3938349731.29132","3974709779.06398","4063245671.29285","4106422133.98005","4189641987.93016","4289479665.95535","4401077165.65255","4319634145.18863","4640415891.03426",
"Sint Maarten (Dutch part)","SXM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1108116839.82084","1143576512.44684","1196181066.28574","1212814522.26835","1228662707.79684","1248080304.4804","1253072625.69832","1259338013.09881","1186296367.36224","1108000833.9583","","","",
