"Data Source","World Development Indicators",

"Last Updated Date","2022-07-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Ecuador","ECU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","11683345571.6987","12282048670.588","12886220692.1393","13157651953.0125","14132271516.9865","14595115066.6414","14545560908.8964","15217722033.5867","15508295061.5815","16232414264.6977","17347894301.4979","18439528973.2386","19364758284.5524","22066274158.4958","24539574622.0139","27232094540.8722","29246503666.7275","29715863873.7949","31411696205.8418","32584624145.8131","33793084551.9767","35689844469.6974","35909281820.1435","35788314663.8059","36727855721.8459","38173097362.9211","39495712166.1056","39393379286.0295","41713833407.2993","42133381944.2238","43683854187.3025","45558477943.1319","46521725705.7094","47439700807.8818","49459802089.652","50573908255.3626","51449720654.55","53676394986.1005","55429750211.1927","52802720505.7765","53379221434.2819","55522733410.3626","57797375793.0758","59371127439.9001","64246103132.8511","67645562499.1411","70624352725.1051","72171071229.7691","76759080483.1984","77193914220.309","79915230250.8205","86203073182.7862","91066617872.099","95571238385.5329","99192306978.8112","99290381000","98072699669.1292","100395440274.107","101689830586.566","101702140245.144","93781977159.7812","97753879511.9558",
"Egypt, Arab Rep.","EGY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","20297834750.9539","21345429171.0463","22172696193.7371","24504840915.1976","27324754468.4166","28667504459.2166","30114182468.5544","30356681177.1002","29868912346.3735","31445846804.8141","33206347267.1638","34553643778.2012","35609492776.4063","36858257209.7882","37432854798.2794","40779032774.4939","46194361684.8298","50353260516.0335","54698126367.6079","57185627387.3872","62910668707.5596","67533693104.0661","74224371652.9909","78005663119.7541","85607909949.121","90565897011.7517","94862819132.6983","98498676311.9608","103878004709.209","108989704829.254","115166183180.229","116462268695.036","121671461982.544","125200896550.091","130175343747.658","136218680410.088","143014263361.559","150869114034.336","159280817656.994","168922784446.288","179683172292.407","186035425179.408","190482051405.266","196565009502.772","204608590455.849","213758163781.849","228387426643.934","244575133310.325","262077623375.861","274326082658.862","288446290412.076","293536132741.363","300070833532.51","306628779736.183","315569804751.572","329366576819.407","343682967575.512","358053111989.023","377080487738.526","398037429250.045","412246049861.252","425960412718.445",
"Euro area","EMU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","4473604564322.78","4642390009125.46","4869455728497.96","5169011917509.68","5335125175409.48","5293885784240.35","5560029139923.58","5731573118843.42","5910586639735.67","6139534964105.16","6272103214002.24","6304948593696.75","6349876998473.58","6438160643392.5","6591294504076.73","6743738236436.11","6912859616629.94","7087986712622.53","7393182860314.41","7696259803679.63","7973581105525.09","8187070766186.5","8303119626403.46","8248167783875.44","8451057133104.34","8655528116554.06","8801774103443.06","9040003310660.32","9314401510373.28","9590444596651.02","9961034330199.57","10179697191302.8","10275323414604.3","10345368111635.6","10582586342128","10760432836932.5","11108029361974.8","11441385120884.8","11489185097453.8","10969748826793.3","11208750958328.9","11401372030421.7","11305295343628.7","11280390044003","11438501195586.9","11674422820798.6","11892018343888.6","12203175076884.4","12427048099675","12623114142874.7","11815240481676.8","12452992647752.6",
"Eritrea","ERI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1154926145.9126","1310318715.90375","1588386838.47483","1633788955.24089","1785058837.07344","1926233510.02823","1960377599.52023","1960641860.30086","1899038769.45137","2065307884.56551","2127379250.62751","2070886355.8446","2100950149.6029","2155038051.30131","2134151053.76576","2164601595.02151","1952837971.21425","2028539764.99879","2073049788.74561","2252986366.41081","","","","","","","","","","",
"Spain","ESP","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","189278929999.793","211687045841.935","232757184921.919","255093725552.565","268635402109.333","285433536189.66","306116222365.524","319402702365.753","340473762960.806","370799813989.342","386709496413.968","404689452375.026","437670613987.706","471758438152.394","498265534353.606","500967146095.172","517518056110.183","532208190961.198","539994415135.686","540218763080.221","552150727660.558","551419301258.645","558292531684.721","568174955234.928","578315103096.446","591740316695.759","610991533665.177","644883982595.442","677736464012.579","710451008568.129","737315955961.954","756088024241.991","763113711724.854","755242255879.622","773241154554.262","794563232953.516","815702782058.594","845904832454.297","883065747700","922719738410.937","971125566803.125","1009319438550","1036884176804.69","1067802972527.73","1101148272942.58","1141362567663.28","1188189559212.11","1231020085328.91","1241941020711.33","1195203899706.64","1197152204342.58","1187402914572.66","1152262422300.78","1135722913640.23","1151440273248.83","1195599995808.59","1231842234380.86","1268472802464.84","1297505426273.83","1324560898111.72","1181205175565.62","1241794565009.76",
"Estonia","EST","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10254019388.509","10760877052.8203","12165173094.8168","12693120380.1531","12639171425.3594","13914164835.0824","14749525966.5371","15748270637.7266","16945180968.259","18098132398.0648","19822237764.1937","21757994918.8512","23407063928.1871","22205813183.2266","18957312552.2555","19420679530.2801","20831219910.825","21503693454.807","21817309477.984","22474308645.6805","22890762090.1508","23613094924.4117","24980775931.5047","26013436192.7348","27079035672.6617","26279914560.7535","28474143838.4109",
"Ethiopia","ETH","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","10919391170.2098","11019414306.4004","11926863704.7478","11587184067.8602","10295867375.1358","11290614170.1469","12855417691.6094","12920167201.1509","12873519689.4568","13224509996.5297","12280613280.0666","11215579531.3139","12689624528.6185","13094419056.693","13896781078.9582","15623619245.3033","16113248919.1867","15556030352.599","16359055323.3678","17352576330.7606","18793066846.4797","19077730261.0075","18665391883.2633","21198771447.52","23704204628.4676","26272490503.099","29282310890.1994","32441439350.5667","35297114307.5407","39727092173.7156","44167904219.3321","47987461378.629","53065624131.0235","58508826790.9767","64589334978.8013","70682358692.8433","77442553522.3413","82721152428.0532","89640020508.4013","95071785237.7134","100431269846.861",
"European Union","EUU","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5131246242044.95","5317744419616.9","5570850372929.96","5905610434374.15","6088427091039.67","6048097476664.18","6343997045766.56","6526332473004.13","6725376727686.51","6985796910600.13","7130762148816.31","7167255124447.54","7225480961337.58","7330178072515.94","7513150214995.49","7689921307327.01","7888792982824.54","8087601944591.7","8424234705261.89","8754294960801.23","9050375914426.22","9218656782178.97","9325630924075.56","9272106344534.3","9518009399794.17","9771409549160.21","9955173883019.97","10219266011085.1","10526902172147","10837254546630.3","11259890227173.9","11504802712909.4","11632457391780.5","11738039622764.1","12042238531899","12273942649290.5","12702724684359.6","13103466499533.5","13187461029195.9","12614061684415.7","12897791692356.7","13137402667500.2","13044556472938.7","13040383084244.9","13245856309525","13551929359932.8","13824009464726.3","14213296293973.1","14507106036437.7","14772269194026.8","13892463409192.3","14639909126771.9",
"Fragile and conflict affected situations","FCS","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","271086259362.66","306972296366.102","348436109812.697","381592217420.301","392075206919.675","408332486210.956","448047268916.087","446637429178.792","479699751174.79","500414462537.256","494667725360.707","522863185226.515","554969508014.41","532953400057.279","527013651366.692","502217233086.457","498881151541.022","514810307405.686","525372707951.671","547997609453.456","567517571220.647","562236101371.404","620935876047.199","578323893168.229","594003166266.637","603154959783.971","608141942515.459","622080570991.172","658834611336.961","699062950465.625","746985166592.878","775435244859.36","817926946444.245","850389588057.361","890072883075.868","895033948469.827","992831320064.735","1059361745664.46","1127678094710.49","1200103032946.5","1267233265005.77","1330664528659.9","1424685139774.56","1418026269370.27","1491428623596.9","1548203513805.3","1598299689978.12","1626308476780.64","1661754284628.8","1702715366939.39","1745940903083.18","1784856098793.67","1707968685281.48","1751102455653.35",
"Finland","FIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","50609868256.8301","54458581967.7417","56082507221.7539","57924873462.1891","60959376045.0995","64191965073.93","65715126795.1658","67140375445.5167","68686812988.0757","75276136628.2294","78899731715.7179","80759336343.6144","87006463097.9461","93082844694.5136","96095501717.889","97829927772.9265","98166836909.7293","98401957114.9203","101275006350.294","108487737735.285","114334193866.016","115838693345.703","119439062675.781","123161478423.828","127149067752.734","131661456678.906","135289563831.25","140125930521.484","147436510957.812","154936818098.437","155975322164.062","146794102994.141","141957736303.906","141017978885.547","146606595315.625","152788801142.187","158391841239.844","168424056796.875","177615261582.812","185394056458.984","196097527314.844","201215710279.297","204650762188.672","208751521832.422","217085073153.906","223119713766.016","232105658667.187","244405718572.656","246321847334.766","226432719257.422","233646772072.266","239599308730.469","236250798826.562","234120534076.562","233266209150.781","234534382384.766","241128217493.75","248826017928.906","251667480441.797","254739721635.937","248882603086.328","257530146555.859",
"Fiji","FJI","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","864446536.925399","894854152.732025","927123507.536008","986077177.244505","1034170929.42619","1006245553.52058","1006245553.52058","1140597732.31841","1230889975.90295","1262848932.6372","1423264984.53194","1521313519.52226","1635188045.52819","1825080283.07613","1872553357.21268","1882481844.63495","1933989621.0074","2048172597.25994","2086338275.15398","2341389369.0772","2303846198.85933","2449679445.50863","2303225697.9068","2212015127.06623","2397670098.01314","2287054190.62024","2464298785.54947","2301284928.14602","2323279570.98414","2496099798.70456","2640873654.9191","2569569967.75378","2726313784.86238","2784385152.38857","2926388784.26013","2999548461.09655","3143526800.13353","3074369230.37591","3114336044.25274","3388397576.26082","3330794871.13474","3397410773.44545","3506127888.08556","3541189143.99277","3728872158.16404","3754974278.27738","3824534571.18002","3792001003.01109","3831164570.20238","3778063184.61779","3889692575.62405","3994914323.18348","4051295123.56635","4243092326.88603","4480854616.69074","4682546863.08162","4797065654.56716","5053870067.22196","5246541344.49229","5223164681.00238","4431812576.78221","4250931472.94547",
"France","FRA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","521063228394.417","547012759973.19","584447414017.366","620879995295.485","662181550405.328","694373557438.493","730840925163.32","766806695424.451","801246352672.883","858210764567.69","910636112294.556","959052047239.664","1002318472123.85","1065911376205.15","1111755362632.65","1101083792491.43","1149055358647.74","1188862221373.28","1236161624649.22","1280045228283.46","1300253881649.64","1314153853595.82","1347078619777.78","1363794045035.68","1384438090121.85","1406904493488.19","1439787739478.76","1476673666392.57","1546714398124.5","1613901522615.43","1661090955411.7","1678502109603.77","1705347110174.84","1694626166709.98","1734591250411.78","1771133801947.67","1796159810500.7","1838123429815.53","1904087419529.25","1969233367607.74","2046499571261.18","2087096421588.52","2110796058518.4","2128171303325.76","2188393293109.35","2224791087607.91","2279283420792.28","2334550031985.42","2340501872979.04","2273251909006.52","2317567536989.14","2368384855035.17","2375801091055.54","2389493466482.81","2412341398046.84","2439188643162.5","2465909086487.94","2522413420333.78","2569458097202.24","2616812485718.01","2411255164955.69","2579164625235.84",
"Faroe Islands","FRO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2561824640.6754","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","218165732.316142","220783197.610877","226410747.994556","234394017.143497","243162525.880859","261223036.414529","271692897.593468","293810479.333976","292240000.157136","312739072.232645","302786553.06921","284434849.521501","292542710.018472","296563529.330979","310899125.003711","317638182.0248","319375655.487445","324396608.28907","314404696.27295","320824422.528081","320564377.351049","314678221.396249","307099219.76208","310456119.002577","317470533.372672","327593318.653529","321477741.865646","309648107.466093","302508316.50838","316489900","319338880.100054","327904142.657279","328598163.580178","332458503.680344","326589289.508829","316176937.355323",
"Gabon","GAB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1696430396.42149","1946939612.83482","2091971264.2585","2219423259.69408","2320505863.00802","2513881405.59201","2627207294.15752","2735320890.11045","2803944644.68843","3030584978.93241","3293619819.1751","3631503413.67836","4043205891.04162","4454902646.96136","6214014295.29188","7406490779.08232","10045078150.8308","8781197259.97673","6669389035.51109","6701028969.22081","6872102027.72108","7222258254.41941","6998547331.80659","7391042710.22575","7946028886.90841","7760652059.01559","7698287634.93325","6378335987.22336","7197655776.13204","7812717774.2031","8218372618.78488","8720720931.355","8451237952.71145","8784770707.36393","9110927707.08021","9564091381.05935","9910794381.96711","10479512175.3514","10843972169.5593","9875321038.86609","9689372062.04823","9896262772.69652","9871617795.94629","10093465625.2956","10163064416.8734","10435048685.5438","10142180867.7295","10751534050.3411","10395827002.6048","10409376000.3515","11147389028.9243","11937934362.9942","12564804478.7562","13273295983.6773","13846033985.5316","14383107714.0388","14683922099.6348","14753324487.264","14876945039.3652","15460241608.8257","15176119328.9266","15404574467.9349",
"United Kingdom","GBR","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","781539751882.686","802462500630.958","811312936981.779","850859444952.865","897943108490.367","917178635134.833","931606776041.737","957565762616.267","1009667714730.69","1029094699270.8","1094111941876.28","1132457472947.66","1181398521402.08","1258471170475.08","1227205662334.36","1209120952591.46","1244309590724.91","1274891615418.87","1328491380644.16","1378296741844.15","1350298465803.93","1339661573144.66","1366386365482.33","1424073234027.57","1456386953518.12","1516789364462.19","1564573394765.27","1648946743566.27","1743471192961.3","1788410953370.35","1801533517464.78","1781660410982.96","1788806331550.06","1833344585862.95","1903855186708.2","1952054517412.47","1999460998701.84","2097615053794.97","2163773274107.94","2228472506419.7","2310310242259.62","2358195032558.94","2408264766526.86","2481232538113.9","2539681190241.87","2605542234871.46","2672872173613","2733532656769.68","2726982071458.17","2611157427578.93","2666812634394.31","2705683119057.25","2745453617575.54","2797343194531.22","2881016339886.08","2956573778737.76","3023494748188.97","3088029825367.96","3139010897079.7","3191493407624.4","2895628856980.56","3111100507980.65",
"Georgia","GEO","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","7043865541.79703","7574665277.83899","8048081823.02913","8406731295.11304","8808417503.19482","9870018220.156","10113900066.0997","10400818648.0413","11075078919.9313","12050604366.5448","12940052883.268","13729080919.6669","14675913871.6785","15766206253.4702","16928230216.3663","17702911106.9493","18635398434.319","19008393116.3795","19826112679.2403","20902060542.0174","21934968349.7114","20141724170.4491","20399949704.3141","21533280758.3837","19983917733.2217","17028650835.0593","13435605384.9205","7403018640.10929","5233934032.52104","4689605208.65465","4811534790.46402","5350426783.58965","5913240382.49681","6096840743.84171","6271774776.36276","6387071387.65258","6693999118.67096","7060417705.9005","7841209756.31252","8295568369.1006","9091078041.68686","9947436742.60785","11198720178.0285","11469569250.4296","11050871061.5608","11741493896.7964","12610364429.5598","13413519587.538","13899264090.2481","14515269025.6907","14953950557.4406","15388577975.5872","16133785748.9094","16915132067.1573","17757903230.0709","16557390869.4311","18272561494.7341",
"Ghana","GHA","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7657961446.31456","7920604560.0891","8246074764.03764","8609394690.60738","8799604415.24947","8920070900.23315","8540228380.11632","8802871493.51298","8835341794.23544","9366007881.26323","10276709090.1022","10812755036.6087","10543770951.8193","10847914902.2316","11591270096.8504","10150286399.5345","9791962734.27047","10014642467.915","10863477114.2983","10590267028.7428","10640220888.6885","10267486827.6525","9556601933.75619","9120463707.14104","9909162140.99063","10413698752.0729","10955123682.8982","11480410785.6072","12126547679.3751","12743288457.2697","13167489322.3452","13862973249.372","14400776078.7154","15099213798.2838","15597487814.2903","16238921862.2626","16986311933.069","17699118297.6872","18531046023.0503","19346411459.7878","20062228699.5951","20864717873.2744","21803630085.5591","22937418879.029","24221914334.1385","25651008204.7789","27292650312.4889","28479012450.3694","31084784829.1968","32590683205.3119","35165253297.9777","40104959886.0754","43831829349.7696","47037042836.2845","48380533745.4072","49406568432.6711","51073282096.8342","55224975510.7673","58648966891.8988","62465709576.1815","62786746873.6125","66149905092.1402",
"Gibraltar","GIB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2961299807.3799","3059020889.97539","3251987497.65284","3382180036.9744","3528427624.25454","3620640363.4518","3739069601.68471","3927673676.91191","4083606214.44381","4271765443.66504","4462353466.39995","4693574927.95092","4864614488.93158","5050053789.51691","5176459694.25989","5365832524.79229","5642956819.27581","5713414849.23364","5847115459.25931","6022369446.56088","6094012382.58651","6509470045.27084","6778507045.8343","6702408713.68756","7025019965.89314","7419271685.68379","7858143038.9512","8168200516.19869","8470141466.12108","8794202443.67366","9745789798.55744","10749606608.9301","11433119477.3827","12075308019.5543","12635273565.7847","13029902220.3855",
"Gambia, The","GMB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","253504773.442959","253504773.442959","277780754.248024","284546168.077064","302056702.688804","301857716.675748","302587321.220879","330577644.713021","350011622.167483","393390064.369992","422309056.01096","436834697.198992","464427126.309977","458258683.420194","486991867.670048","503169221.354529","499322076.852569","553664435.770141","573237898.162617","568581689.294892","591842768.424302","606368558.411462","633514629.273472","670864889.837969","694740161.986683","716326011.323488","740528437.976655","762833905.234587","764011308.547646","770748728.83124","787886678.574085","826493118.811998","855420367.242976","910167262.620829","960226464.033935","1015919601.2835","982902212.720932","1050427591.01692","1124482736.1904","1098037945.51549","1091937455.56725","1125167836.81472","1195557273.78416","1275249825.5969","1350595867.70556","1240786424.0015","1305823103.61432","1343336382.19183","1324430501.09843","1378176868.31568","1404959801.54615","1472715550.98331","1579264906.00789","1677527607.99611","1674141972.938","1768337556.70022",
"Guinea-Bissau","GNB","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","364481443.937127","350226693.273522","372553157.781871","376688098.419382","393862216.827269","424763009.152067","445760978.661755","413799604.587999","468115120.195062","477450011.474611","401284075.064376","474187472.373751","494103735.686359","477312670.549148","520792146.051979","542490913.825283","538184362.583593","553791709.138595","579266127.694456","614601361.608203","652092044.582728","685348739.005025","692887574.936628","707438214.008098","730076237.001025","762199591.487719","850614744.071947","905904702.436624","651345664.684636","658025458.135226","693736416.618997","708921660.318477","701937523.451224","705928109.701827","725421622.574493","756368826.663681","773836090.653954","799086017.595086","824685276.009035","852468716.437881","891775800.885315","963873910.107892","947365805.394198","978211129.058856","987646569.671489","1048229629.42039","1113878213.74887","1179810632.61765","1194956294.73557","1248729327.89726","1218759824.0375","1265072726.92494",
"Equatorial Guinea","GNQ","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","132086050.629715","139706650.316374","142782538.031865","149927929.083008","151444272.676564","170988426.951547","167003445.296737","174412949.550785","179044070.641744","176843300.172774","173733397.40927","171957427.078441","231704585.430591","257269045.958869","300152800.129817","352638310.360682","587424887.601085","1468403399.80228","1817508706.62082","2283954421.73026","2699948854.42164","4411173074.89441","5269712369.49853","6005113921.61542","8286980758.06021","9674942354.45101","10420388691.3463","12012844362.0111","14151023640.0286","14341122305.922","13061295326.954","13913404259.16","15070007724.4251","14447134391.011","14507099577.4145","13185496836.4124","12023008421.1761","11341604063.3779","10634279143.757","10051326743.3931","9625001914.16907","9534007925.68039",
"Greece","GRC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","41914771900.3132","47449131818.6243","47622231251.791","53263021526.9892","58274899620.4631","64549946933.8335","68742144752.4873","72639470658.7383","77872213935.7846","86877097667.243","94318745527.0483","101714445573.319","112048787038.032","121116199032.711","113318445909.777","120533215469.948","128792027784.094","132579803827.015","142187680631.462","146854395034.13","147848791524.301","145551633845.293","143903046364.552","142350875554.006","145212955035.43","148857155672.252","149627730126.998","146247844308.057","152518749033.148","158314461591.826","158314461591.826","163222209903.391","164364765197.412","161734928954.253","164969627244.865","168433527598.909","173254312290.108","181023380066.767","188074069313.108","193852826295.792","201451412978.755","209774603668.867","218003793098.346","230636089981.835","242308566125.364","243760338223.95","257538729747.581","265969896013.183","265078437909.978","253678120840.468","239780041723.274","215444010389.589","200176146628.861","195139720340.78","196067992081.695","195683527003.375","194730209118.466","196856953384.064","200141371166.33","203751111442.283","185374535689.187","200827546084.999",
"Grenada","GRD","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","294936000.783688","310689718.599931","328094816.153554","326340217.414294","331346888.232373","345012500.864725","357545338.291067","370304219.407133","392447331.051113","420681066.616414","458952211.318402","472568367.456486","490373471.316183","510050255.569763","517117235.536196","512715798.616844","502672641.665046","511185684.570456","522071256.691689","545242004.448612","572588587.789739","639887804.586994","684029584.516367","717464623.207065","702943856.405821","727106310.981525","795919459.066231","790766276.012726","895749896.071263","859961747.475465","912621083.248655","921268557.016331","860342475.370223","855943864.73553","862491636.927484","852528618.821349","872575136.813532","936657722.571781","997007925.925926","1034292546.66362","1080201438.28364","1127313780.14571","1134931073.15504","978815313.914573","1030852320.03987",
"Greenland","GRL","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","713409403.463132","806586745.176455","856411814.94172","914699280.062503","966894344.267381","973142803.642582","1031134412.38761","1122104341.22029","1189618186.16532","1247440737.5017","1355668774.06849","1364687761.36282","1304373190.78895","1349468198.15303","1279570934.37709","1326357012.19696","1420492850.11948","1498845418.90699","1582834881.34466","1688244482.92505","1490390113.89542","1488699048.74781","1412601218.99183","1341576581.37848","1421056539.22956","1474043154.51535","1496590669.3289","1518574484.4858","1636385215.77379","1658932713.12615","1776743426.95294","1799290924.3053","1781816619.09558","1860751909.98913","1989266282.03924","2088480774.15728","2204510394.03133","2256370133.83959","2395500910.53732","2416244806.46062","2458186589.29546","2445981216.18907","2480082923.88117","2447884486.10122","2563966489.55083","2499115623.00272","2616123069.62063","2617502503.77714","2633811256.96937","2693633300.26335","2703236955.7834","",
"Guatemala","GTM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","7658218960.61613","7987408907.82542","8269883724.71956","9058916963.90035","9478615901.2504","9892051261.07305","10437311413.3466","10866511988.3528","11819074238.4267","12378933031.6155","13085508119.7493","13816170774.432","14829317709.3133","15835165762.9163","16844662315.4712","17173131684.5496","18441756538.1776","19881914004.2593","20875351577.2409","21859302107.8261","22681207093.0812","22827922434.1128","22022076453.1579","21455648508.8404","21562218232.7989","21430831237.4184","21461487954.8212","22222079505.2706","23087048853.1851","23997276421.7073","24741807083.1084","25646923931.4704","26887809015.0783","27943728752.2308","29070906534.5551","30509494153.7098","31411897835.5379","32782741311.0725","34419756613.0456","35743906055.2192","37033856699.2542","37897699132.5642","39352700601.0882","40360278359.0408","41626750328.7627","42990453877.9055","45291044075.3986","48161463040.7346","49747672384.8696","49984918092.5488","51426570817.8819","53567925339.8243","55161415004.8632","57199529556.8023","59741463827.8038","62186186575.7433","63851409868.9298","65817938467.9666","68004474883.7077","70634110391.9779","69560945137.9129","74797234860.8168",
"Guam","GUM","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4800664422.202","4842877343.03913","5157363603.27571","5345211101.00091","5149976342.12921","5186912647.86169","5292444949.95451","5315662056.41492","5435968880.80073","5440190172.88444","5556275705.18653","5650199454.04914","5751510464.05824","5799000000","5809553230.20928","5861264058.23476","5819051137.39763","5966796360.32757","5259729936.30573","",
"Guyana","GUY","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","1555852774.95589","1628814869.09091","1646812064.96936","1444605655.78304","1608716937.55655","1778292091.76989","1871354987.56803","1952078164.81436","1972083599.70556","2110018751.87885","2199809690.29993","2268286484.81053","2193032203.38503","2220329299.6231","2391357711.92176","2594217101.09444","2634087968.19696","2564582824.7253","2518261617.69215","2472033983.34545","2514896326.63604","2552523348.40363","2215842085.89953","2065333522.99997","1961473314.11783","2008542150.93561","1990453175.38766","2008355243.45302","1934175977.75526","1839078992.21225","1782665526.16605","1890657018.27277","2037332030.16772","2203886072.87743","2391930958.7267","2512279686.62218","2712144537.77669","2879773122.52196","2831418722.66524","2915233015.03788","2875474953.40836","2941022027.77672","2974332836.22153","2955528348.89939","3001733663.71362","2943171112.81921","3094144293.34208","3316651519.10056","3369916998.0601","3500552685.81197","3632810573.79841","3826780067.11538","4032799496.90528","4180138018.80887","4250616305.04776","4279840193.7046","4442813034.63534","4608724292.15863","4813398364.26896","5071041645.23612","7275908034.11422","8725794880.15185",
"High income","HIC","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","8784208262026.63","9167509416269.23","9686761627041.04","10199729665374.4","10847207444561.6","11441862702243.4","12116754126835.8","12644104012677.9","13400978269783.6","14119449324161.1","14551781278933.3","15116388162260","15953190729591.9","16958663322385.7","17128799508563.4","17109782286547.9","17988514339589.5","18708245765223.5","19503597083039.1","20305475217702.6","20559154770830.2","20950057890715.5","20921191456935.3","21511902305122.9","22515706109027.7","23312027305352.5","24083844401466.1","24920258896538","26108307281349.4","27133270364643.1","27975466261694.6","28376958892914.9","28999143939180.9","29392840401954","30360187343313.2","31229663362709.1","32191208805616.6","33319126663905.6","34267108608114.5","35446759703748.6","36896264269093.6","37435082119675.2","38026144102097.8","38877517163479.8","40216734716787.5","41395331333591.1","42697479257104.7","43905995181418.7","44144666042204.8","42719060115622.8","44006462907420","44862643309517.6","45494255466719.5","46183981257477.6","47142144936802.8","48258374724904.4","49139420040436.8","50306334175182.9","51483837551737.9","52400211073605.5","50044037297226.4","52600281645644.4",
"Hong Kong SAR, China","HKG","GDP (constant 2015 US$)","NY.GDP.MKTP.KD","","12532981200.5418","14324056877.9726","16581999517.4896","18012690755.0388","20650145034.4828","21020792849.9986","21357851436.1661","22083518745.2092","24588598804.8262","26852372907.7716","28810694956.332","31868014602.6283","35781276450.9605","36645499331.0648","36825808180.2742","42778449418.823","47794557630.754","51742808259.6572","57722624117.7828","63557353165.8072","69443282462.7339","71491758935.8989","75764822077.7699","83321465646.9631","83952313360.6587","93234137070.5407","105726064768.546","114725062502.145","117337441488.847","121832216870.269","128779005994.11","136808114730.28","145291727726.069","154061548946.928","157718692921.48","164435255869.163","172821133537.889","162654676825.903","166732152684.382","179509588831.847","180516449307.413","183506823753.55","189115408649.817","205568532825.536","220756229437.27","236281217893.709","251556269827.602","256909086737.895","250591279259.453","267550457831.499","280432160545.065","285200314932.016","294045828548.177","302168473957.741","309383627028.561","316114185488.472","328114170931.649","337455358939.233","331791958286.738","310236886757.42","330149351668.197",
